x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.9.15,2018-09-15 0:00,NU,2018,9,15,-0.5,,-3.6,,2.6,,0,,,,,,,,,,,,0,,18.5,,51,,87,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.9.16,2018-09-16 0:00,NU,2018,9,16,,M,,M,,M,,M,,,,,,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.9.17,2018-09-17 0:00,NU,2018,9,17,,M,,M,,M,,M,,,,,,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.9.18,2018-09-18 0:00,NU,2018,9,18,-0.8,,-3.3,,1.7,,0,,,,,,,,,,,,0,,18.8,,61,,88,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.9.19,2018-09-19 0:00,NU,2018,9,19,0,,-3.3,,3.4,,0,,,,,,,,,M,,M,0,,18,,58,,85,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.9.20,2018-09-20 0:00,NU,2018,9,20,0.1,,-2.2,,2.4,,0.8,,,,,,,,,,,,0,,17.9,,68,,94,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.9.21,2018-09-21 0:00,NU,2018,9,21,-3.2,,-5.2,,-1.2,,4.1,,,,,,,,,,,,0,,21.2,,89,,97,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.9.22,2018-09-22 0:00,NU,2018,9,22,-4.5,,-8.5,,-0.6,,4.2,,,,,,,,,,,,0,,22.5,,86,,96,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.9.23,2018-09-23 0:00,NU,2018,9,23,-3.7,,-8.3,,0.9,,1,,,,,,,,27,,39,,0,,21.7,,74,,95,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.9.24,2018-09-24 0:00,NU,2018,9,24,-6,,-10,,-2.1,,0,,,,,,,,,M,,M,0,,24,,65,,87,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.9.25,2018-09-25 0:00,NU,2018,9,25,-5.3,,-10.1,,-0.5,,4.9,,,,,,,,22,,68,,0,,23.3,,77,,97,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.9.26,2018-09-26 0:00,NU,2018,9,26,-3.9,,-5.7,,-2.2,,0.2,,,,,,,,22,,61,,0,,21.9,,71,,97,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.9.27,2018-09-27 0:00,NU,2018,9,27,-3.6,,-6,,-1.3,,1.8,,,,,,,,24,,39,,0,,21.6,,82,,95,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.9.28,2018-09-28 0:00,NU,2018,9,28,-4.6,,-8.5,,-0.7,,0,,,,,,,,18,,50,,0,,22.6,,74,,90,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.9.29,2018-09-29 0:00,NU,2018,9,29,,M,,M,,M,,M,,,,,,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.9.30,2018-09-30 0:00,NU,2018,9,30,,M,,M,,M,,M,,,,,,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.1,2018-10-01 0:00,NU,2018,10,1,-4.4,,-7.6,,-1.2,,0,,,,,,24,,26,,51,,0,,22.4,,85,,94,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.2,2018-10-02 0:00,NU,2018,10,2,,M,,M,,M,,M,,,,,19,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.3,2018-10-03 0:00,NU,2018,10,3,,M,,M,,M,,M,,,,,20,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.4,2018-10-04 0:00,NU,2018,10,4,-5,,-9.2,,-0.8,,0.5,,,,,,26,,3,,44,,0,,23,,75,,97,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.5,2018-10-05 0:00,NU,2018,10,5,-2.9,,-4.7,,-1.2,,1.1,,,,,,25,,25,,81,,0,,20.9,,74,,96,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.6,2018-10-06 0:00,NU,2018,10,6,-3.1,,-4.2,,-2,,1.2,,,,,,23,,24,,84,,0,,21.1,,85,,97,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.7,2018-10-07 0:00,NU,2018,10,7,,M,,M,,M,,M,,,,,23,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.8,2018-10-08 0:00,NU,2018,10,8,,M,,M,,M,,M,,,,,26,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.9,2018-10-09 0:00,NU,2018,10,9,-4.2,,-5.8,,-2.6,,,M,,,,,25,,25,,38,,0,,22.2,,85,,95,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.10,2018-10-10 0:00,NU,2018,10,10,,M,,M,,M,,M,,,,,23,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.11,2018-10-11 0:00,NU,2018,10,11,,M,,M,,M,,M,,,,,23,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.12,2018-10-12 0:00,NU,2018,10,12,,M,,M,,M,,M,,,,,23,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.13,2018-10-13 0:00,NU,2018,10,13,,M,,M,,M,,M,,,,,,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.20,2018-10-20 0:00,NU,2018,10,20,,M,,M,,M,,M,,,,,42,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.21,2018-10-21 0:00,NU,2018,10,21,,M,,M,,M,,M,,,,,42,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.22,2018-10-22 0:00,NU,2018,10,22,,M,,M,,M,,M,,,,,41,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.23,2018-10-23 0:00,NU,2018,10,23,,M,,M,,M,,M,,,,,43,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.24,2018-10-24 0:00,NU,2018,10,24,,M,,M,,M,,M,,,,,50,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.25,2018-10-25 0:00,NU,2018,10,25,,M,,M,,M,,M,,,,,,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.26,2018-10-26 0:00,NU,2018,10,26,,M,,M,,M,,M,,,,,55,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.27,2018-10-27 0:00,NU,2018,10,27,-12.6,,-17.8,,-7.4,,,M,,,,,55,,31,,44,,0,,30.6,,80,,90,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.28,2018-10-28 0:00,NU,2018,10,28,-17.5,,-21.4,,-13.6,,0,,,,,,53,,,M,,M,0,,35.5,,59,,83,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.29,2018-10-29 0:00,NU,2018,10,29,,M,,M,,M,,M,,,,,53,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.30,2018-10-30 0:00,NU,2018,10,30,,M,,M,,M,,M,,,,,53,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.10.31,2018-10-31 0:00,NU,2018,10,31,-9.5,,-10.3,,-8.8,,0,,,,,,52,,32,,51,,0,,27.5,,80,,89,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.1,2018-11-01 0:00,NU,2018,11,1,,M,,M,,M,,M,,,,,,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.2,2018-11-02 0:00,NU,2018,11,2,,M,,M,,M,,M,,,,,,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.3,2018-11-03 0:00,NU,2018,11,3,-15.4,,-19.4,,-11.4,,0,,,,,,51,,,,,,0,,33.4,,71,,85,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.4,2018-11-04 0:00,NU,2018,11,4,-13.2,,-14.6,,-11.7,,0.4,,,,,,51,,30,,36,,0,,31.2,,74,,86,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.5,2018-11-05 0:00,NU,2018,11,5,-17.8,,-23,,-12.6,,0,,,,,,51,,30,,31,,0,,35.8,,73,,79,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.6,2018-11-06 0:00,NU,2018,11,6,-16.8,,-18.7,,-14.9,,0.2,,,,,,51,,,,,,0,,34.8,,76,,80,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.7,2018-11-07 0:00,NU,2018,11,7,-16,,-18.8,,-13.2,,0.2,,,,,,51,,32,,31,,0,,34,,76,,86,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.8,2018-11-08 0:00,NU,2018,11,8,-19.4,,-24.9,,-14,,0.2,,,,,,50,,,,,,0,,37.4,,77,,88,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.9,2018-11-09 0:00,NU,2018,11,9,-23.1,,-25.5,,-20.7,,0,,,,,,51,,,M,,M,0,,41.1,,77,,81,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.10,2018-11-10 0:00,NU,2018,11,10,,M,,M,,M,,M,,,,,50,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.11,2018-11-11 0:00,NU,2018,11,11,-24.1,,-29.6,,-18.6,,0.2,,,,,,52,,,,,,0,,42.1,,70,,84,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.12,2018-11-12 0:00,NU,2018,11,12,-22.2,,-27.1,,-17.2,,0,,,,,,52,,,,,,0,,40.2,,75,,83,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.13,2018-11-13 0:00,NU,2018,11,13,,M,,M,,M,,M,,,,,52,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.14,2018-11-14 0:00,NU,2018,11,14,-23.2,,-27,,-19.4,,0,,,,,,52,,,,,,0,,41.2,,77,,83,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.15,2018-11-15 0:00,NU,2018,11,15,-19.6,,-21.1,,-18.1,,0,,,,,,52,,32,,32,,0,,37.6,,81,,84,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.16,2018-11-16 0:00,NU,2018,11,16,-24.8,,-28.4,,-21.1,,0.2,,,,,,52,,,,,,0,,42.8,,75,,81,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.17,2018-11-17 0:00,NU,2018,11,17,-30.2,,-35.5,,-24.8,,0,,,,,,52,,,,,,0,,48.2,,68,,78,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.18,2018-11-18 0:00,NU,2018,11,18,-27.4,,-34.3,,-20.5,,0,,,,,,52,,,,,,0,,45.4,,68,,82,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.19,2018-11-19 0:00,NU,2018,11,19,-24.3,,-27.1,,-21.6,,0.2,,,,,,52,,31,,64,,0,,42.3,,77,,80,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.20,2018-11-20 0:00,NU,2018,11,20,-20.4,,-22.9,,-18,,2.7,,,,,,51,,33,,88,,0,,38.4,,79,,84,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.21,2018-11-21 0:00,NU,2018,11,21,-22,,-26.4,,-17.7,,0.5,,,,,,58,,33,,58,,0,,40,,77,,83,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.22,2018-11-22 0:00,NU,2018,11,22,-23.6,,-27.7,,-19.6,,0,,,,,,57,,,,,,0,,41.6,,74,,83,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.23,2018-11-23 0:00,NU,2018,11,23,-18.6,,-21.2,,-15.9,,0.4,,,,,,58,,33,,54,,0,,36.6,,76,,83,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.24,2018-11-24 0:00,NU,2018,11,24,-21.3,,-26.2,,-16.3,,0,,,,,,57,,,,,,0,,39.3,,63,,81,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.25,2018-11-25 0:00,NU,2018,11,25,-27.3,,-30.6,,-24.1,,0,,,,,,57,,,M,,M,0,,45.3,,72,,80,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.26,2018-11-26 0:00,NU,2018,11,26,-26.8,,-31.6,,-21.9,,0,,,,,,57,,,,,,0,,44.8,,72,,81,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.27,2018-11-27 0:00,NU,2018,11,27,-19.3,,-22.5,,-16.1,,0.8,,,,,,57,,,,,,0,,37.3,,80,,86,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.28,2018-11-28 0:00,NU,2018,11,28,-18.1,,-23.9,,-12.3,,0,,,,,,59,,,,,,0,,36.1,,79,,89,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.29,2018-11-29 0:00,NU,2018,11,29,-16.7,,-20.4,,-13,,0,,,,,,59,,,,,,0,,34.7,,82,,88,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.11.30,2018-11-30 0:00,NU,2018,11,30,-15.6,,-19.8,,-11.3,,0,,,,,,59,,,,,,0,,33.6,,82,,89,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.1,2018-12-01 0:00,NU,2018,12,1,-13,,-16.4,,-9.7,,0.2,,,,,,59,,33,,33,,0,,31,,81,,89,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.2,2018-12-02 0:00,NU,2018,12,2,-17,,-18.8,,-15.2,,0.2,,,,,,58,,31,,35,,0,,35,,80,,84,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.3,2018-12-03 0:00,NU,2018,12,3,-20.2,,-21.5,,-18.8,,0.9,,,,,,58,,31,,79,,0,,38.2,,79,,81,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.4,2018-12-04 0:00,NU,2018,12,4,-23.7,,-28.2,,-19.2,,0.2,,,,,,57,,31,,72,,0,,41.7,,71,,81,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.5,2018-12-05 0:00,NU,2018,12,5,-24.6,,-29.4,,-19.9,,0,,,,,,56,,,,,,0,,42.6,,74,,82,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.6,2018-12-06 0:00,NU,2018,12,6,-23.7,,-28.1,,-19.3,,0,,,,,,57,,,,,,0,,41.7,,69,,81,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.7,2018-12-07 0:00,NU,2018,12,7,-25.2,,-30.8,,-19.6,,0,,,,,,56,,20,,34,,0,,43.2,,55,,81,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.8,2018-12-08 0:00,NU,2018,12,8,-28.4,,-31.9,,-25,,0,,,,,,57,,,,,,0,,46.4,,62,,75,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.9,2018-12-09 0:00,NU,2018,12,9,-29.6,,-34.4,,-24.7,,0,,,,,,57,,,,,,0,,47.6,,67,,78,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.10,2018-12-10 0:00,NU,2018,12,10,,M,,M,,M,,M,,,,,56,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.11,2018-12-11 0:00,NU,2018,12,11,-23,,-31.2,,-14.8,,0.2,,,,,,56,,,M,,M,0,,41,,63,,77,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.12,2018-12-12 0:00,NU,2018,12,12,-17.7,,-21.9,,-13.5,,0,,,,,,57,,,,,,0,,35.7,,73,,86,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.13,2018-12-13 0:00,NU,2018,12,13,-17.2,,-21.3,,-13.1,,0.2,,,,,,56,,,,,,0,,35.2,,74,,88,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.14,2018-12-14 0:00,NU,2018,12,14,-16.3,,-19,,-13.5,,0,,,,,,57,,13,,35,,0,,34.3,,79,,87,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.15,2018-12-15 0:00,NU,2018,12,15,-21,,-24.5,,-17.4,,0,,,,,,56,,31,,37,,0,,39,,77,,82,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.16,2018-12-16 0:00,NU,2018,12,16,-17.7,,-19.2,,-16.1,,0,,,,,,57,,33,,52,,0,,35.7,,79,,84,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.17,2018-12-17 0:00,NU,2018,12,17,-20.4,,-24.4,,-16.5,,0,,,,,,57,,31,,63,,0,,38.4,,73,,81,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.18,2018-12-18 0:00,NU,2018,12,18,-21.5,,-26.3,,-16.7,,0,,,,,,57,,,,,,0,,39.5,,70,,81,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.19,2018-12-19 0:00,NU,2018,12,19,-17.2,,-18.5,,-16,,0,,,,,,57,,32,,45,,0,,35.2,,75,,84,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.20,2018-12-20 0:00,NU,2018,12,20,-23.7,,-28.9,,-18.4,,0,,,,,,57,,32,,39,,0,,41.7,,74,,78,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.21,2018-12-21 0:00,NU,2018,12,21,,M,,M,,M,,M,,,,,57,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.22,2018-12-22 0:00,NU,2018,12,22,-28.1,,-31.6,,-24.7,,0,,,,,,57,,,,,,0,,46.1,,65,,74,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.23,2018-12-23 0:00,NU,2018,12,23,-24.5,,-30.3,,-18.7,,0,,,,,,57,,,,,,0,,42.5,,62,,77,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.24,2018-12-24 0:00,NU,2018,12,24,-21.8,,-26.4,,-17.2,,0,,,,,,57,,31,,36,,0,,39.8,,74,,79,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.25,2018-12-25 0:00,NU,2018,12,25,-25.2,,-27.8,,-22.6,,0,,,,,,57,,33,,39,,0,,43.2,,72,,78,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.26,2018-12-26 0:00,NU,2018,12,26,-27,,-28.3,,-25.7,,0,,,,,,57,,31,,35,,0,,45,,69,,75,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.27,2018-12-27 0:00,NU,2018,12,27,-24.1,,-28.3,,-19.9,,0,,,,,,57,,31,,48,,0,,42.1,,62,,75,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.28,2018-12-28 0:00,NU,2018,12,28,-21.3,,-24,,-18.6,,0,,,,,,57,,32,,49,,0,,39.3,,60,,75,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.29,2018-12-29 0:00,NU,2018,12,29,-24.3,,-29.5,,-19.1,,0,,,,,,57,,35,,31,,0,,42.3,,63,,77,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.30,2018-12-30 0:00,NU,2018,12,30,-24.7,,-27.4,,-22,,0,,,,,,57,,,,,,0,,42.7,,72,,76,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2018.12.31,2018-12-31 0:00,NU,2018,12,31,-21.4,,-23.3,,-19.6,,1.1,,,,,,57,,34,,58,,0,,39.4,,77,,81,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2019.1.1,2019-01-01 0:00,NU,2019,1,1,-25.4,,-31.7,,-19,,0,,,,,,57,,22,,37,,0,,43.4,,60,,79,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2019.1.2,2019-01-02 0:00,NU,2019,1,2,-25,,-29.4,,-20.6,,0.4,,,,,,57,,,,,,0,,43,,63,,81,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2019.1.3,2019-01-03 0:00,NU,2019,1,3,-22.3,,-28,,-16.7,,1.1,,,,,,56,,31,,60,,0,,40.3,,75,,85,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2019.1.4,2019-01-04 0:00,NU,2019,1,4,-25.8,,-33,,-18.5,,0,,,,,,59,,,,,,0,,43.8,,68,,82,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2019.1.5,2019-01-05 0:00,NU,2019,1,5,,M,,M,,M,,M,,,,,59,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2019.1.6,2019-01-06 0:00,NU,2019,1,6,,M,,M,,M,,M,,,,,,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2019.1.7,2019-01-07 0:00,NU,2019,1,7,-24.4,,-27.8,,-21.1,,1.3,,,,,,58,,32,,76,,0,,42.4,,74,,80,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2019.1.8,2019-01-08 0:00,NU,2019,1,8,-24.3,,-29.3,,-19.2,,0.4,,,,,,58,,34,,56,,0,,42.3,,67,,82,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2019.1.9,2019-01-09 0:00,NU,2019,1,9,-27.4,,-34.3,,-20.5,,0,,,,,,58,,,,,,0,,45.4,,65,,73,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2019.1.10,2019-01-10 0:00,NU,2019,1,10,-31.7,,-33.9,,-29.5,,0,,,,,,58,,,M,,M,0,,49.7,,64,,71,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2019.1.11,2019-01-11 0:00,NU,2019,1,11,-33.3,,-36,,-30.6,,0,,,,,,58,,,,,,0,,51.3,,66,,71,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2019.1.12,2019-01-12 0:00,NU,2019,1,12,-36.1,,-38.8,,-33.5,,0,,,,,,58,,,,,,0,,54.1,,64,,68,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2019.1.13,2019-01-13 0:00,NU,2019,1,13,-37.1,,-40,,-34.3,,0,,,,,,58,,,,,,0,,55.1,,62,,66,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2019.1.14,2019-01-14 0:00,NU,2019,1,14,-35.4,,-38.9,,-32,,0,,,,,,58,,,,,,0,,53.4,,64,,69,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2019.1.15,2019-01-15 0:00,NU,2019,1,15,-34.2,,-36.2,,-32.1,,0,,,,,,57,,,,,,0,,52.2,,66,,70,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2019.1.16,2019-01-16 0:00,NU,2019,1,16,,M,,M,,M,,M,,,,,57,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2019.1.17,2019-01-17 0:00,NU,2019,1,17,-26.1,,-30.7,,-21.5,,0.2,,,,,,58,,33,,57,,0,,44.1,,72,,80,
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2019.1.18,2019-01-18 0:00,NU,2019,1,18,,M,,M,,M,,M,,,,,58,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2019.1.19,2019-01-19 0:00,NU,2019,1,19,,M,,M,,M,,M,,,,,58,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2019.1.20,2019-01-20 0:00,NU,2019,1,20,,M,,M,,M,,M,,,,,,,,M,,M,,M,,M,,M,,M
-68.51666667,70.48333333,CLYDE RIVER CLIMATE,2400802,2400802.2019.1.21,2019-01-21 0:00,NU,2019,1,21,-32.6,,-38.2,,-27,,0,,,,,,58,,,,,,0,,50.6,,64,,70,
